grouping,sort,section,units,grade,level_achieved,year,value
Auxiliary Staff,STAFFUNC6,Staff,percent_of_staff,All,NA,2005,26
Auxiliary Staff,STAFFUNC6,Staff,percent_of_staff,All,NA,2006,26
Auxiliary Staff,STAFFUNC6,Staff,percent_of_staff,All,NA,2007,25
Auxiliary Staff,STAFFUNC6,Staff,percent_of_staff,All,NA,2008,25
Auxiliary Staff,STAFFUNC6,Staff,percent_of_staff,All,NA,2009,26
Auxiliary Staff,STAFFUNC6,Staff,percent_of_staff,All,NA,2010,26
Auxiliary Staff,STAFFUNC6,Staff,percent_of_staff,All,NA,2011,26
Auxiliary Staff,STAFFUNC6,Staff,percent_of_staff,All,NA,2012,26
Auxiliary Staff,STAFFUNC6,Staff,percent_of_staff,All,NA,2013,25.5
Auxiliary Staff,STAFFUNC6,Staff,percent_of_staff,All,NA,2014,25.1
Auxiliary Staff,STAFFUNC6,Staff,percent_of_staff,All,NA,2015,24.6
Auxiliary Staff,STAFFUNC6,Staff,percent_of_staff,All,NA,2016,25.4
Auxiliary Staff,STAFFUNC6,Staff,percent_of_staff,All,NA,2017,23.1
Auxiliary Staff,STAFFUNC6,Staff,percent_of_staff,All,NA,2018,24.6
Auxiliary Staff,STAFFUNC6,Staff,percent_of_staff,All,NA,2019,24.7
Auxiliary Staff,STAFFUNC6,Staff,percent_of_staff,All,NA,2020,23.7
Auxiliary Staff,STAFFUNC6,Staff,percent_of_staff,All,NA,2021,22.6
Auxiliary Staff,STAFFUNC6,Staff,percent_of_staff,All,NA,2022,22.4
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,1995,50534
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,1996,55262
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,1997,61168
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,1998,62901
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,1999,65117
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2000,69910
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2001,70728
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2002,70273
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2003,72724
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2004,72986
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2005,79611
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2006,81352
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2007,85400
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2008,88478
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2009,92258
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2010,106695
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2011,111908
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2012,127500
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2013,136759
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2014,145685
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2015,146165
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2016,140318
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2017,140422
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2018,136430
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2019,135127
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2020,135276
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2021,140483
Average Central Administr Salary,STAFF3,Staff,dollars,All,NA,2022,143220
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,1995,46940
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,1996,45551
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,1997,52050
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,1998,51385
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,1999,51278
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2000,55848
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2001,59071
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2002,57830
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2003,58880
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2004,63653
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2005,67701
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2006,66645
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2007,70321
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2008,75286
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2009,76822
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2010,78352
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2011,80151
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2012,79957
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2013,79652
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2014,81033
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2015,83954
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2016,86158
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2017,88826
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2018,89352
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2019,87966
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2020,88906
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2021,89308
Average School Administr Salary,STAFF4,Staff,dollars,All,NA,2022,88694
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,1995,30173
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,1996,31698
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,1997,35262
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,1998,36202
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,1999,37033
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2000,38670
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2001,41535
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2002,43469
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2003,45296
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2004,46367
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2005,46962
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2006,48119
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2007,51929
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2008,55759
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2009,58528
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2010,60214
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2011,61099
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2012,61350
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2013,62915
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2014,63316
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2015,65149
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2016,65719
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2017,67827
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2018,69562
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2019,69028
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2020,70345
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2021,70360
Average Profess Support Staff Salary,STAFF5,Staff,dollars,All,NA,2022,69964
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,1995,27108
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,1996,29279
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,1997,31452
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,1998,33267
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,1999,33589
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2000,36106
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2001,37708
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2002,38760
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2003,39368
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2004,39884
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2005,40529
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2006,41047
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2007,45310
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2008,47411
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2009,49110
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2010,50276
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2011,51646
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2012,51394
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2013,52829
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2014,54002
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2015,55220
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2016,56649
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2017,58305
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2018,59140
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2019,58823
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2020,59938
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2021,59921
Average Teacher Salary,STAFF6,Staff,dollars,All,NA,2022,60368
Minority,STAFF7,Staff,percent_of_staff,All,NA,1995,18
Minority,STAFF7,Staff,percent_of_staff,All,NA,1996,20
Minority,STAFF7,Staff,percent_of_staff,All,NA,1997,21
Minority,STAFF7,Staff,percent_of_staff,All,NA,1998,22
Minority,STAFF7,Staff,percent_of_staff,All,NA,1999,22
Minority,STAFF7,Staff,percent_of_staff,All,NA,2000,22
Minority,STAFF7,Staff,percent_of_staff,All,NA,2001,21
Minority,STAFF7,Staff,percent_of_staff,All,NA,2002,21
Minority,STAFF7,Staff,percent_of_staff,All,NA,2003,22
Minority,STAFF7,Staff,percent_of_staff,All,NA,2004,23
Minority,STAFF7,Staff,percent_of_staff,All,NA,2005,24
Minority,STAFF7,Staff,percent_of_staff,All,NA,2006,25
Minority,STAFF7,Staff,percent_of_staff,All,NA,2007,26
Minority,STAFF7,Staff,percent_of_staff,All,NA,2008,26
Minority,STAFF7,Staff,percent_of_staff,All,NA,2009,28
Minority,STAFF7,Staff,percent_of_staff,All,NA,2010,29
Minority,STAFF7,Staff,percent_of_staff,All,NA,2011,32
Minority,STAFF7,Staff,percent_of_staff,All,NA,2012,32
Minority,STAFF7,Staff,percent_of_staff,All,NA,2013,33.5
Minority,STAFF7,Staff,percent_of_staff,All,NA,2014,34.3
Minority,STAFF7,Staff,percent_of_staff,All,NA,2015,34.9
Minority,STAFF7,Staff,percent_of_staff,All,NA,2016,36.2
Minority,STAFF7,Staff,percent_of_staff,All,NA,2017,35.7
Minority,STAFF7,Staff,percent_of_staff,All,NA,2018,35.6
Minority,STAFF7,Staff,percent_of_staff,All,NA,2019,36.8
Minority,STAFF7,Staff,percent_of_staff,All,NA,2020,37.4
Minority,STAFF7,Staff,percent_of_staff,All,NA,2021,0.38
Minority,STAFF7,Staff,percent_of_staff,All,NA,2022,39
Number of Students Per Total Staff,7,Staff,count,All,NA,1995,7.3
Number of Students Per Total Staff,7,Staff,count,All,NA,1996,7.4
Number of Students Per Total Staff,7,Staff,count,All,NA,1997,7.6
Number of Students Per Total Staff,7,Staff,count,All,NA,1998,7.6
Number of Students Per Total Staff,7,Staff,count,All,NA,1999,7.5
Number of Students Per Total Staff,7,Staff,count,All,NA,2000,7.4
Number of Students Per Total Staff,7,Staff,count,All,NA,2001,7.6
Number of Students Per Total Staff,7,Staff,count,All,NA,2002,7.3
Number of Students Per Total Staff,7,Staff,count,All,NA,2003,7.9
Number of Students Per Total Staff,7,Staff,count,All,NA,2004,8
Number of Students Per Total Staff,7,Staff,count,All,NA,2005,7.9
Number of Students Per Total Staff,7,Staff,count,All,NA,2006,7.9
Number of Students Per Total Staff,7,Staff,count,All,NA,2007,8
Number of Students Per Total Staff,7,Staff,count,All,NA,2008,8.1
Number of Students Per Total Staff,7,Staff,count,All,NA,2009,8
Number of Students Per Total Staff,7,Staff,count,All,NA,2010,7.8
Number of Students Per Total Staff,7,Staff,count,All,NA,2011,8.1
Number of Students Per Total Staff,7,Staff,count,All,NA,2012,8.9
Number of Students Per Total Staff,7,Staff,count,All,NA,2013,9.2
Number of Students Per Total Staff,7,Staff,count,All,NA,2014,9.1
Number of Students Per Total Staff,7,Staff,count,All,NA,2015,9.2
Number of Students Per Total Staff,7,Staff,count,All,NA,2016,9
Number of Students Per Total Staff,7,Staff,count,All,NA,2017,9.2
Number of Students Per Total Staff,7,Staff,count,All,NA,2018,8.9
Number of Students Per Total Staff,7,Staff,count,All,NA,2019,8.9
Number of Students Per Total Staff,7,Staff,count,All,NA,2020,8.6
Number of Students Per Total Staff,7,Staff,count,All,NA,2021,8.6
Number of Students Per Total Staff,7,Staff,count,All,NA,2022,8.7
Number of Students Per Teacher,8,Staff,count,All,NA,1995,15.5
Number of Students Per Teacher,8,Staff,count,All,NA,1996,15.8
Number of Students Per Teacher,8,Staff,count,All,NA,1997,16.1
Number of Students Per Teacher,8,Staff,count,All,NA,1998,16.3
Number of Students Per Teacher,8,Staff,count,All,NA,1999,16
Number of Students Per Teacher,8,Staff,count,All,NA,2000,15.3
Number of Students Per Teacher,8,Staff,count,All,NA,2001,15.4
Number of Students Per Teacher,8,Staff,count,All,NA,2002,14.6
Number of Students Per Teacher,8,Staff,count,All,NA,2003,15.3
Number of Students Per Teacher,8,Staff,count,All,NA,2004,15.5
Number of Students Per Teacher,8,Staff,count,All,NA,2005,15.4
Number of Students Per Teacher,8,Staff,count,All,NA,2006,15.4
Number of Students Per Teacher,8,Staff,count,All,NA,2007,15.3
Number of Students Per Teacher,8,Staff,count,All,NA,2008,15.6
Number of Students Per Teacher,8,Staff,count,All,NA,2009,15.5
Number of Students Per Teacher,8,Staff,count,All,NA,2010,14.9
Number of Students Per Teacher,8,Staff,count,All,NA,2011,15.8
Number of Students Per Teacher,8,Staff,count,All,NA,2012,17.3
Number of Students Per Teacher,8,Staff,count,All,NA,2013,17.6
Number of Students Per Teacher,8,Staff,count,All,NA,2014,17.2
Number of Students Per Teacher,8,Staff,count,All,NA,2015,17.2
Number of Students Per Teacher,8,Staff,count,All,NA,2016,16.9
Number of Students Per Teacher,8,Staff,count,All,NA,2017,16.8
Number of Students Per Teacher,8,Staff,count,All,NA,2018,16.7
Number of Students Per Teacher,8,Staff,count,All,NA,2019,16.8
Number of Students Per Teacher,8,Staff,count,All,NA,2020,16
Number of Students Per Teacher,8,Staff,count,All,NA,2021,15.8
Number of Students Per Teacher,8,Staff,count,All,NA,2022,16.1
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,1995,47.2
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,1996,45
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,1997,45.4
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,1998,42.5
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,1999,47.3
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2000,46.7
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2001,45.7
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2002,43.8
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2003,41.6
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2004,40.7
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2005,40.5
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2006,37.5
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2007,36
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2008,36.1
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2009,35.4
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2010,33.2
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2011,32.8
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2012,28.3
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2013,24.6
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2014,25
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2015,22.8
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2016,20.7
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2017,20.5
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2018,20.4
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2019,19.4
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2020,20.4
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2021,19.5
With 5 or Fewer Years Experience,TQUAL1,Teachers,percent_of_teachers,All,NA,2022,20.8
Average Years of Experience,TQUAL2,Teachers,count,All,NA,1995,9.7
Average Years of Experience,TQUAL2,Teachers,count,All,NA,1996,9.9
Average Years of Experience,TQUAL2,Teachers,count,All,NA,1997,9.8
Average Years of Experience,TQUAL2,Teachers,count,All,NA,1998,10.1
Average Years of Experience,TQUAL2,Teachers,count,All,NA,1999,9.9
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2000,9.6
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2001,9.7
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2002,9.7
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2003,10
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2004,9.8
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2005,9.5
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2006,9.4
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2007,9.2
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2008,9.5
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2009,9.8
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2010,9.9
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2011,10.4
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2012,10.8
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2013,11.2
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2014,11.1
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2015,11.5
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2016,11.7
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2017,12
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2018,12.3
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2019,12.7
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2020,12.9
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2021,13.2
Average Years of Experience,TQUAL2,Teachers,count,All,NA,2022,13.2
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,1995,18.3
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,1996,18
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,1997,18.1
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,1998,19.3
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,1999,21
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2000,22.1
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2001,23.9
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2002,23.9
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2003,24
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2004,23.5
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2005,25.5
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2006,23.8
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2007,24.9
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2008,24.4
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2009,23.5
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2010,25.6
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2011,27
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2012,27.7
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2013,29.6
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2014,28
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2015,28
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2016,29.3
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2017,30.2
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2018,31.1
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2019,32
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2020,32.6
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2021,33.1
With Advanced Degrees,TQUAL3,Teachers,percent_of_teachers,All,NA,2022,32.7
Teacher Turnover Rate,TQUAL4,Teachers,rate,All,NA,1995,13.7
